label	text_a
3	太 悲壮 了 这句 话
0	时间 是 西部 下午 一点 五 十分 。
3	再 这么 梦 下去 ， 我 就要 碎 在 这里 了 。
0	我 都 没 听 过 海里 捞 ， 真的假 的 。
1	你 过年 都 不 在家 呆 你 爸妈 不 说 你 吗 呵呵
0	一切 都 不可思议 。
3	有 什么 办法 呢 ， 还是 得 收拾 行囊 ， 回到 另 一个 避风港 。
4	这是 顺理成章 的 事 ！
1	满院 的 香樟 都 开花 了 ， 七里香 、 槐花 也 一并 来到 了 这个 季节 ， 空气 里 充满 了 清新 的 香气 ， 还有 比 初夏 更 美好 的 时节 吗 ？
1	/ / @ LyninHPD :   恭喜
3	不顾 疼痛 的 伤害 一颗 真爱 的 心 ， 不要 再 以 爱 的 名义 泛滥 卑微 多余 的 情感 。
4	尼玛 美国 了不起 啊 ？
0	你 暴露 了 什么 [ 偷笑 ]
1	只要 35 元 就 能 找到 看到 你 的 生活   你 的 态度   你 的 梦想   你 的 爱情 ！
0	不要 想 如果 ， 生命 中 不可 承受 之情 ， 就 在于 人生 没有 重来 的 机会 。
2	朋友 们 ， 发 快递 找 圆通 @ 圆通 速递 官方 微博 ， 保 你 发 什么 丢 什么 。
1	好 喜欢 看 刘德华 笑 起来 的 样子 。
2	吓 到 我 昨晚 做 噩梦 - -
0	自 两年 前 媒体 曝光 了 全球 1500 多所 “ 野鸡大学 ” 后 ， 记者 日前 再次 从 美国 教育部 、 美国 高等教育 认证 委员会 等 处 ， 获得 最新 的 全球 “ 野鸡大学 ” 黑名单 。
2	中国 的 名声 就是 给 这些 无知 的 sb 败坏 的 . sb 们 请 继续 吧 让 国际友人 继续 笑话 吧 。
1	花菜 爸笑 了
3	恩 ， 压力 太 大 发挥 起来 也 是 有 阻碍 的
0	台风稳健 ， 舞步 轻盈 ， 表现力 很 好 。
2	太乱 ！ ！ ！ [ 挖 鼻屎 ]
1	估计 我爸 给 鞋柜 上 扔 了 盒 烟 ！
3	我 同情 你 了
1	不 打 不 打 我 要 戒掉 哈哈
0	现在 考 多少 钱 ？
0	反正 很早 之前 我 就 用 一个 删 一个 ...
1	朋友 又吾系 天天 生日 既 偶然 开心 哈
1	昨天 发了 一条 不合时宜 的 短信 ， 真是 丢脸 ， 但 还是 蛮 有 韵味 的 啊 …
0	5.21   smt   LA 站   ending   kris   你 这个 不要脸 啊   tao 和 灿烈 你 都 不放过 啊   驯鹿 必须 站 一起 吗 》   出处 见 logo   @ 羊 妖儿 _ KrisWu
1	今天 是 我们 的 节日 ， 真的 要 感谢 帮助 我们 的 每 一位 朋友 ， 也 要 感谢 每 一位 炒米 ， 米粒 的 祝福 ， 你们 的 祝福 我们 统统 收到 。
3	没有 表面 的 光鲜 也 没有 内里 的 孤傲 ， 大家 只是 在 为 着 图书 这个 行业 奋斗 着 。
2	让 这些 领导 搬 到 核电站 住 一万年 !
1	可喜 的 是 ， 居然 免费 逛 。
1	特别 表扬 ： 雷晓栋 西安 汽车 科技 职业 学院 学生 ， 在 车展 现场 捡 到 现金 若干 ， 及时 上交 组委会 。
4	你 娃儿 想 挨 ?
0	— — 《 和 声 》
0	仍 不死心 ， 在 你 逃离 病房 时 眨眼 （ blingbling ） 并 飞吻 。
3	我 也 坚决 支持 ！ 鄙视 那些 还要 占 学生 便宜 的 、 不 自觉 的 人 。
0	你 有人 养咧 ！ 我养 有人 要 吃醋 滴
1	你们 久等 啦 ！
4	人渣 到处 从生 , 一定 要 把 司机 人 肉 出来 , 为 他 的 禽兽行为 付出 应有 的 代价 , 让 他 受到 法律 的 制裁 ! ! ! ! ! !
2	管不了 还 不能 问问 了 ？
3	可惜 了 。 下次 吧 。
2	/ / @ 凡尘 往事 ： 山东 的 官员 各个 都 跟 黑帮 土匪 一样 ！
1	我 想 有 个 家 , 面朝 大海 ， 春暖花开 。
4	根本 背 不 下来 啊 ！ ！
2	发微 博上 太 张扬 了 吧 。 你 说 把 照片 放 哪 吧 。
1	吃饭 本来 是 种 享受 ， 好 吧 ， 我 享受 到 了 跟 一群 人 抢 着 吃 东西 的 乐趣 。
1	能 见到 你们 就 好 啦 ！
0	【 CBD 白领 艺术团 招新 啦 】 如果 您 有 天籁般 的 嗓音 却 无人 聆听 , 如果 您 有 出众 的 表演 天赋 却 缺少 观众 , 如果 您 愿 与 一群 充满 激情 与 才华 的 青年人 一起 分享 艺术 带给 我们 的 快乐 , 请 立即 加入 CBD 白领 艺术团 !
2	大陆 的 人大代表 都 是 选择 有钱有势 的 ， 偶尔 选 一两个 傻 逼 ！
3	岁月 的 痕迹 都 留在 我们 脸上 了 ， 木有 你 啥事 ！
3	然而 ， 曾几何时 ， 你们 回归 的 城市 被 拆 那 ， 故乡 沦陷 ， 新一代 打工 流浪者 已 无 复归 之 路 。
0	《 卫报 》 ： 奥巴马 对 以色列 玩 的 是 嘴把式 。
1	要 高调 宣传 下 ！
3	大学 啊 … 我 没 网线 啊 …
1	你 也 去 了 吧 ， 赶紧 传 照片 ~ 嘿嘿
5	醒来 黑暗 处 又 看到 不想 看到 的 东西 、 看到 了 odousann 、 拼命 地 跑掉 …
2	那 要是 壮胆 ， 你们 都 来 ， 娘 的 ， 这微博 我 刷屏
0	美国 时间 5 月 1 日晚 ， 贝克汉姆 夫妇 现身 湖人队 主场 观战 。
0	就要 看 他 在 孤独 的 时候 ， 第一个 想到 的 是不是 你 ；
1	谢谢 亲爱 的 ！ ！
3	你 要 为 我 说 句 公道话 啊 …
0	哎哟 ， 原来 厉旭会 开车
1	加油 加油 ! ! ! ! ! ! ! ! !
1	上铺 我怕 你 挤 不 上去
0	一只 小猫 一根 树枝 就 能 欢天 喜天 的 玩 上半天 ， 许多 人 坐 拥 亿万 资产 却 快乐 不 起来 。
4	阻止 拆迁 的 村民 像 犯罪分子 一样 被 警察 暴打 后 强行 押送 进 拘留所 。
1	好类 哈哈 无限 杀 杀 杀
1	分享 一首 来自 虾米 网 的 歌曲 : 不想 长大   @ 虾米 音乐 ）   SHE 的 歌曲 被 翻唱 这样 ， 也 挺 牛 逼 的
1	今天 的 老 灶 火锅 真给力 啊 。
4	跟 你们 臭男人 说 ： 现在 男女 都 赚钱 ， 家务 不再 是 女人 的 事 ， 需要 双方 平摊 着 做 。
1	/ / @ 如果 cc : [ 嘻嘻 ] 我 马上 就 到 吼吼 ~ ~ ~
2	太假 了 最 恶心 的 竟然 第一个 晋级 … 啊 啊 太假 了
4	只是 东西 居然 是 坏掉 的 …
4	人家 突尼斯 、 埃及 的 青年 用 facebook   twitter 联系 上街 游行 干 革命 ， 你 上 人人 除了 看 帅哥美女 就是 看 星座 ， 除了 沉默 就是 流泪
1	"真是 "" 万恶 "" 的 美 帝国 主意 啊 ..."
3	[ 衰 ] [ 衰 ] [ 衰 ] 还 听错 了 问题 。 。 。
0	还好 ， 找 了 个 地方 打牌 ， 然后 出去 吃 肠粉
1	今天 给 爸爸 买 的 海南 八哥 ， 小八 两个 月 ， 好 喜欢 吃 呀 ！
5	回复 @ 猪蹄 给 托福 跪 了 : 原本 以为 只有 男淫 稀饭 看 。 。
3	唉 。 我 的 夏天 阿 ！
2	坐人 最起码 的 素质 都 没有 , 一头 撞死 算了 [ 弱 ] ( 真 不是 我 说话 恶毒 , 真 应该 看看 黄历 , 今天 碰到 的 人 太 可恶 了 )
0	伊瓜 因 确认 留队 ！
4	你 神经 了 ？ 你 不是 吃酒 ？
1	还 记得 刚 看到 Nichkhun 的 帅气 和 Victoria 的 可爱 。
3	嫂子 我 还 单身 呢 ？
1	话题 榜 登顶 了 有没有 ！
2	就 有 那么 好奇 ？
3	万一 胸里 没有 乳腺 全是 硅胶 就 悲剧 了
1	""" 水瓶 很 好"
1	支持 一下 ， 幸运 会 降临 吧 ！
0	【 鱼香肉丝 】 1 ． 将 猪肉 切成 丝 。
2	山寨 版 的 越野 e 族 车标 ， 估计 又 是 淘宝 的 产物 ， 模仿秀 何时 是 个头 啊 ？ ！
1	你 真 了解 我 ..
0	她 有时候 高兴 ， 有时候 悲伤 ， 有时候 失落 ， 他 只是 静静地 注视 着 ， 不 做 一点 评论 ， 甚至 删掉 了 自己 的 浏览 记录 。
1	/ / @ 夏小 可可 :   哈哈哈 哈哈哈
2	@ OCN 东方 有线   你家 宽带 太差 了 ， 总 掉线 ， 强烈要求 退款 撤装 ！ [ 左 哼哼 ]
1	不管 到 哪 ， 我 随身 都 会 带 着 它们 ， 有时候 自己 快 被 打击 下去 或者 低落 的 时候 ， 我 就 会 翻出来 看看 ， 并不一定 是 要 去 把 书 或者 cd 都 看 和 听 一遍 ， 是 看到 这些 我 就 会 无形之中 获得 一种 力量 和 勇气 ， 去 挑战 自己 ， 不 畏惧 ！
5	吓 shi 我 了 。
1	次奥 这 腿 。 。 。 。 。 。
1	哦 ， 好 的 ， 玩得 开心
2	坑爹 的 体检 21 就 检查 心跳 抽血 血压 和 胸透 。 。 。 。 。
1	生 了 孩子 就 不痛 了 赶紧 的
5	→ 开 跑车 ， 住 豪宅 ， 拥 美女 → ， → 果然 郑允浩和金 俊秀 在 乡下 有 一亩 水稻田 可以 养活 他们 吗 [ 痴呆 ]   [ 痴呆 ]   [ 痴呆 ]
0	沾沾者 大有人在 呀 。
1	好 折凳 ！
2	[ 火车 ] 地铁 挤 ， [ 感叹号 ] 你 y 也 用不着 动 一下 叫 一声 吧 ， 你 叫 也 就 叫 了 ， [ 感叹号 ] 不用 叫 的 那么 迷离 吧 ， [ 感叹号 ] 迷离 就 迷离 了 ， 你 y 没 必要 张着 嘴 吧 ， [ 感叹号 ] 张嘴 就 张嘴 了 ， 你 丫能 不 口臭 吗 ！
0	儿时 ， 幸福 是 一件 实物 。
1	你 的 小 宇宙 被 热来 爆发 了 吗 ？ 狂发 哈哈 ~ 明天 你 坐台 就 可以 享受 清凉 啦 ~
0	@ 卢广仲星闻 @ 陳 綺 貞 中文 網 @ 陈绮贞 吧 @ 陈绮贞 星闻 @ 陈绮贞 资讯 台
5	1 点多 睡 下 ， 竟然 现在 自然 醒 了 … …
1	小 可怜 也 变 幸福 娄
2	人民 B 说 ： 我 挺 你 ；
1	仲 有 佢 地 啊 。
1	哈哈 ！
3	尼玛 我 真的 太 out 啊 有 木有 。 。 。 。 。 。 。 。 。 。 。 。 。 。 。 。 。 。 。 。 。 。 。
3	不 懂 的 是 ， 这样 没 天理 的 事情 肿 么 老 安排 我 碰上 ？
0	只是 这么 好 的 手机 却 总 无法 适应 市场 。
3	拿来 买 樱桃 至少 可以 买 100 个 ！
3	过 水 。 [ 泪 ] [ 泪 ] [ 泪 ] 。
1	一生 至少 该 有 一次 ， 为了 某个 人 而 忘 了 自己 ， 不求 有 结果 ， 不 求 同行 ， 不 求 曾经 拥有 ， 甚至 不求 你 爱 我 。
1	《 太空 一号 》 8 月 7 日炫酷 登陆 ， 看盖 · 皮尔斯 如何 营救 玛姬 · 格蕾斯 ， “ 太空 一号 ” 营救 之旅 现在 启程 . 即日起 参加 本 活动 关注 本影 城   并
4	我 真的 要 疯 了 ！ ！ ！
1	哈哈哈哈 哈哈哈哈 ~
1	我们 更 相信 他 无时无刻 都 感受 的 到 我们 在 为 他 付出 ！
3	是 啊 ， 不可思议
5	打开 微博 着实 给 我 吓了一跳 ， 整个 微博 都 在 给 何 大宝 过生日 ， 气势 盖过 对 今天 新 当选 的 香港 特首 的 祝福 ， @ 何洁   同学 ， 你 这 是 要 人气 不 爆棚 不 罢休 是 吗 ？
3	出 医疗事故 了 ， 取出 右侧 睾丸 阿鸡 就 挂 了 。 - _ - b … …
1	好 主意 ！ ！ ！ ！ ！ ！ ！ ！ ！ ！
4	学姐 你 这样 叫 我 就是 嚷 我
3	不过 从 发型 能 看 出来 ， 那 是 难 已 追忆 的 青春
1	[ 哈哈 ] 咋样   相当 不错 把 [ 偷笑 ]
1	爱 你们 ， 0713 永远 ！
3	反正 最后 都 要 浑身 是 伤 ， 其实 认不 认真 有 什么 所谓 。
2	他 说 不 知道 ， 打球 ， 就 捡 两个 没人 捡 的 ， 这是 关键 啊 ， 全 捡 的 烂球 回来 啊 ， 尼玛 要 收破烂 吗 ？
4	滚 你 妈 了 逼 ！
1	今年 中秋 晚会 看得 真 过瘾 [ 赞 ]
3	可 现在 呢   压力 好 大好 迷茫   没有 地方 发泄   身边 没有 一个 可以 说话 的 人
4	说 什么 ？ 大声 点 啊 ！ 听不见 呐 !
4	那 是 宝宝 们 在 敷衍 爸妈 。 。 哈哈
1	祈祷 ， 祝福 中 ， 希望 他 能 没事 。
3	可惜 了   可惜 老 天不作美
0	高铁 网上 买票 方便 ， 但 取票 非常 不便 ， 应 设立 取票 专机 。
0	# 博物馆 翻 箱底 # 【 异域 风情 — — 胡人 俑 】 唐朝 的 繁华 富庶 、 丝路 的 畅通无阻 、 加上 唐人 对外 来 民族 采取 宽松 的 政策 和 宽容 的 态度 ， 吸引 许多 胡人 纷纷 来 大唐 淘金 。
2	困 ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！
1	啊 ~ 求看 照片 ~
1	总算 在 湖南 没 啥 遗憾 了 …
1	听 完 了 意见 和 建议 以后 ， 她 会 微笑 、 点头 ， 并 告诉 你 ， 她 记住 了 。
0	但是 ， 无知 是 一码事 ， 恶意 的 污蔑 和 诋毁 ， 是 另一回事 。
2	但 现在 ， 她 距离 这个 位置 还有 一步 。
1	妞儿 好 漂亮 好 漂亮 的 说 ～
1	你们 都 很 [ 给力 ] ！
2	不要 侮辱 狗
1	有 王婆卖瓜 的 嫌疑 ， 但确 是 是 非常 值得 期待 的 音乐作品 ， 最 重要 的 是 ， 足够 真诚 ！
0	男孩 ： 陪 我 演场 戏 。
1	真的 ！ 吃货 这个 词 在 你 身上 发扬光大 ！ ！
0	某女 给 某 男 打电话 ！ ！ ！
2	气场 ？ 整个 瘴气 吧 ！
3	还 行 ， 三天 没 吃饭 吃 了 一口 就 饱 了 ， 我 得 厌食症 了
1	祝 各位 女士们 三八妇女节 快乐 ....
3	先 在 还 在 吗 ？ 硪 想要
0	能 吸烟 吗 ？
0	两个 人 相处 时间 久 了 ， 你 会 惊讶 地 发现 ， 你 的 眼睛 竟 有点像 他 的 眼睛 ， 他 的 微笑 竟 也 有点像 你 的 微笑 ， 你 在 不知不觉 中 让 他 改掉 了 他 爱 皱眉 的 坏习惯 ， 你们 走路 的 步伐 变得 相似 ， 你们 说话 的 语气 也 愈来愈 像 ， 你们 爱喝 同 一杯 饮料 ， 你们 总能 猜 到 对方 下 一句 话 是 什么 ， … … … …
2	好 睡觉 。 。 周五 数学 连堂 才 恐怖
0	不要 泄露 国家机密
1	太给力 了 左 总
0	Serve   至少 起 了 一个 好 名字 ， 定位 社交 移动 商业 年代 联结 年轻 新富 人群 及 中 高端 商家 的 “ 服务型 ” 电子 钱包 ...
2	喷 古龙 香水 的 男淫 你 伤 不 起伤 不起 。 。 。
1	一路 看 了 我们 几个 福州 的 项目 ， 为 团队 感动 和 鼓掌 。
3	"他们 不 就 忒 么 的 成 了 一个 真正 的 DJ "" 二 "" 人组 [ 衰 ] .... ? ! !"
3	青村 就 在 熬夜 中 流逝 掉 了 ~
0	你 说了算 、
3	活着 不 容易 … …
3	这是 第二杯 ， 经历 生死 劫难 ， 味道 却 不 那么 令人 怀念 。
0	学习 有时候 只 改变 一个 人 的 态度 中 思想 与 信念 的 成分 ， 而 没有 改变 情感 与 行为 倾向 ， 因此 时间 一 过 ， 态度 又 回复 原状
1	蹭 ！
1	我 暗恋 乃 很 久 了 ！
1	是 ， 各 方面 都 优秀 的 团 确实 优秀 ， 评分表 上 也 永远 没有 感动 的 分值 ， 但是 我 心中 的 评分表 已经 给 了 满分 。
2	你 真 不知 丑 吖 家伙 你 应该 没有 我 电话 吧
4	还 说 带我去 游泳 。 ！ ！ ！
0	皇上 会 陪 你 的 。 不管 你 信不信 我 是 信 了 。
4	没 你 傻 。 。 。
1	内蒙 的 都 可以 帮着 认证 。 哈哈
1	亲故 们   长沙 见 [ 爱 你 ] [ 心 ] [ 心 ]
1	不管 是 micky 还是 6002 ， 不管 是 双冠王 还是 朴 会长 ， 我们 和 金 俊秀 永远 爱 你 ， 有天 sama ， 生日快乐 哦 ~
3	年仅 25 岁 ， 好 年轻 ， 让 人 痛心 … …
1	[ 害羞 ]   姐 为了 拍 你 ， 各种 酸 啊 ！
2	那个 不 知道 名字 的 所谓 的 韩国 的 神马 组合 也 弄 太久 了 吧 。 。 。 [ 怒 ] [ 怒 ] [ 怒 ]
3	快 打住 刷 淘宝 的 手 啊啊啊 啊 阿 啊 ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ [ 泪 ] [ 泪 ] [ 泪 ] [ 泪 ] [ 泪 ] [ 泪 ] [ 泪 ] [ 泪 ]
1	上周末 ， 父亲节 ， 在 老 Posch 先生 家 院子 里 烧烤 ~   感觉 有点像 《 模拟 人生 3 》 , 我 也 经常 在 游戏 里开 烧烤 派对 喔 ~   [ 干杯 ]
4	海赫 还 悄悄话 了 刚才 ， 怎么 不是 我 四千 二 的 时候 啊 哈哈 ， 悲愤 ！
0	晓得 某人 刚才 在 纠结 什么
1	晚饭 后 沿 月湖 走 了 一 整圈 、 好久 没有 这么 健康 的 生活 了 、 散 过步 在 湖边 的 咖啡馆 小休 、 吃 一块 提拉 米苏 煮 一壶 蜂蜜 柚子茶 、 这 相片 谁 知道 谁 是 谁 啊 [ 哈哈 ] [ 哈哈 ]
0	以 抄 为主 ， 以蒙 为辅 ， 蒙抄 结合 ， 一定 及格
0	老人 和 儿子 ， 在 如此 环境 下 ， 安逸 的 生活 着 。
5	@ _ 小包 崽 _   送 你   我 的 作品   这 哪用 调 啊   关了灯 就 完 了   他 说 啥 你 都 信 呀 =   = | | | | | | | |
2	家属 都 不忍 启齿 跟 我 说 那些 肮脏 下流 的 细节 。
2	如此 神圣 的 赛场 却 让 观众 觉得 前所未有 的 心寒 失望 。
2	弄 出 一个 所谓 网上 审核 ， 而 网上 审核 除了 小孩 的 出生 和 所谓 自我介绍 外 ， 就是 父母 的 单位 、 职务 。
0	别 再 着 了 ， 大家 都 注意 点儿 ， 烟熏火燎 的 多 不好 啊 ！
0	当然 敢 ！
1	这 期 真的 很 有 看点 。
1	我爱你 就 象 喝 白开水 ， 吃饭 一样 ， 就象 呼吸 一样 的 自然 ， 不眠 不息 ， 温 温柔 柔 ， 所以 我会 永远 爱 你 。
1	小区 门前 已经 清扫 干净   在 路上 看到 环卫工人 在 扫雪 ， 想起 中学 在 自由 大路 扫 了 七年 呢 ~ ~ 不过 捏 ， 扫雪 相当于 自由 活动课 , 不用 自习 ， 还 能 逛逛 桂林 路 ， 也 是 乐趣 哈
3	虽然 我 很 同情 姚晨 ， 一个 事业成功 的 女人 遭遇 家庭 破碎 ， 怎么 说 都 有些 伤感 。
1	""" 木有 勇气"
1	从 广播电视 主持人 直播 的 角度 来看 ， 这 属于 心理 绝对 强大 的 类型 。
1	老板 很 面善 ， 很 客气 … 面条 也 很 好吃
3	"作品名称 是 "" 生命 之 书 "" ... 图片 还是 ... 撞墙 去 !"
4	这 是 肿 么 了 ？ 还 有完没完 了 ！
0	算 ， 拿到 工伤 补偿 请 俺 吃饭
3	我 顿时 泄气 了 。 。 我 也 爱 无能 。 并且 遇冷 则 冷
0	刘永好 说 ， 今年 他 的 两会 提案 ， 是 希望 国家 继续 坚持 鼓励 推动 支持 发展 非公有制 经济 的 政策 ， 把 非公有制 经济 政策 作为 国家 的 基本国策 之一 。
2	太 不 讲 政治 了 ， 这种 反动 标语 都 可以 上街 的 么
1	晕 你 要 不要 这样 洗 我 脑壳 哦 ？ 真的 是 ！
3	好好 好苦 ！ 惨绝人寰 啊 ！ 你 也 请假
1	他 以后 长大 了 看到 自己 的 大象 肯定 高兴 ， 你 还 可以 给 你 儿媳妇 看
3	你 怎么 能 缺席 呢 ~ ~ ~ 哈哈
1	哇 哈哈 ~ 我 从 花样 男子 的 农场 里 偷偷 收割 了 好多 资源 ！
1	- 不论 你 身 在 何处 ， 携程 + 易到 ， 出行 没 烦恼 ~
5	你 是 肿木 了 。 。
2	考试 的 压力 太 大 ， 社会 将 考试 亿倍 的 放大 ，
1	泰国 长大 ， 只身 赴 新西兰 求学 ， 后 回 美国 深造 ， 国籍 泰国 ， 坚持 自己 是 东方人 。
0	他 就是 那个 人 ， 那个 让 你 牵手 走 一辈子 的 人 ， 那个 让 你 爱 得 无怨无悔 的 人
2	专门 为 人 做 嫁衣 的 人 就是 S   13
1	好怀念 ！
2	马德兴 ： 帕切科 停赛 8 场 ， 太轻 了 ！
3	原来 你 口中 的 小 二 逼 是 我 啊 ！ ！
0	一样 的 不 喜欢 拥挤 的 被 要求 呢 ？
0	刚翻 了 下 照片 ， 发现 自打 中学 后 就 几乎 没 和 老妈 合照 过 了 … …
2	哥 真的 把 我 又 弄 失眠 了
1	你 终于 出现 啦 ` ~ ~
1	巴萨 终于 在 上半场 结束 前 ， 由 潜伏 能力 强 ， 移动 速度 快 的 高科技 武器 梅西 攻入 一 球 ！
1	虽然 不 多 ， 但是 这 里面 饱含 着 boss 的 一份 深情 和 厚意 ！
3	你 的 快乐 建立 在 我 的 痛苦 上
1	哇 哈哈哈哈 妹妹 有 前途 ! ! ! ! [ 哈哈 ] [ 星星 眼 ]
1	呵呵 ~ 看到 我圈 你 的 了 不 ~
3	明明 心 很 乱 ， 明明 想人 陪 ， 还要 装 沉默 ；
2	你 办市 果个 定系区 果个 啊 ？
4	我要 练 的 ， 啥时候 教 我 ~ ~
2	我 一会 去 换 机油 。 你定 。
0	网友 将 此事 拍 下 ， 她 说 ： 我 不是 特别 有 爱心 ， 但 偶尔 也 会 做好事 。
1	晰 妹妹 一路 80 ， 安安稳稳 ， 心里 也 踏实 。
3	求 补偿 啊 ！
4	电信 3G 信号 强 联通 10000 倍 以上 .
1	赵总 辛苦 了 ， 和 我 一起 受苦 了 ！
2	/ / @ Seraphim - 芼 芼 _ 芼 籽 : 回复 @ DARling 希成 : 我 觉得 嘛   奥巴马 的 脾气   非常 有 问题
0	总是 在 失去 了 什么 ， 才能 学会 珍惜 什么 ； 总是 在 碰 了 壁 ， 才能 学会 改变 什么 ， 放弃 什么 ； 总是 在 疼过 之后 ， 才能 学会 做 一个 全新 的 自己 。
1	海军陆战队 官方 摄影师 威武 ! ! !
2	很多 人 嘲笑 她 另 有 用心 ， 要不然 为何 要 吃 这样 的 苦头 ？
1	这 就是 生活 中 的 美 。
1	我 亲爱 的 frien ~ 呐 ， 生日快乐 哟 ~ ~ ~ 我们 要 继续 在 制服 控 手控 表控 等等等等 控上 并肩 前行 ， 并 请 继续 作为 豆 主编 为 我们 带来 欢笑 吧 ！ ！
1	我 觉得 还 不错 哎 ！
0	睡前 发 一张 今天 面试 失败 的 妆容 的 照片 给 大家 看吧 。 [ 酷 ] [ 打 哈气 ]
1	摄影师 拍 的 好 ！ 呵呵 ！
1	大麦 网 的 这个 活动 很 不错 的 ， 送给 别人 机会 的 ， 支持 [ 心 ] @ 心里 挂念 李炜 的 小盐
2	晕 是 找 你 出来 玩呐 那个 他 才 没 兴趣
1	和 风 、 细雨 、 尽如人意 ！
2	老大 , 坚强 点 啊 ~
2	我们 单位 是 一个 好 单位 ！
1	好 爱 你 ！ [ 亲亲 ] [ 害羞 ]
1	千雅 中秋 快乐 ！
3	呜呜 呜 …
3	巨想 你 你 来 不 咯 来 我 就 巨想 你
1	我 还是 没有 绝望 ， 这个 世界 上 我 拥有 的 本 已 不 多 ， 上帝 不会 这么 轻易 拿走 。
1	你 是 铁人 ， 笔 不了
1	求 指教 。
1	但 现在 很 安慰 。
0	一 煽一情 ， 一拍 一意 。
4	我 不是 不想 让 他 累 着 吗 哪 有 这么 安排 通告 的 真是 不 把 他 当人 啊
1	/ / @ 圜 熙俊 : 这 地方 怎么 那么 熟悉 ！ ！
3	震惊 ！
0	万物 以 自然 为性 ， 故可 因而 不可 为 ， 可通 而 不可 执 也 。
3	我 欲 拯救 世人 ， 世人 却 离 我 而 去 ， 愚不可及 。 你 无 逼 我 爆粗 下
1	娃 哈哈哈 ！ ！ ！
0	@ 我系 游离   锐志 专用 一键 启动 智能 系统 ， 广州 光派 汽车用品 有限公司 直销 车主 ， 百年一遇 好 机会 ， 咨询 热线 ： 020 - 87211369 ， 13112255211 。
1	[ 嘻嘻 ] [ 嘻嘻 ] [ 嘻嘻 ] [ 哈哈 ] @ toudao - god
0	吃饭 先 ， 回来 上 两张 图 吧
2	/ / @ 郑褚 1982 : 谁 编 谁 有 病 ， 谁 信 谁 脑残
1	好 舒服 哦 , 准备 睡觉 .
1	昨晚 催 了 何洋 让 他 把 歌曲 的 小样 做好 ， 然后 过段时间 就 开始 写 剧本 拍 mv 了 ， 忙碌 的 生活 好 啊 [ 嘻嘻 ]
1	今天 去 世博 演艺 中心 （ 现 奔驰 文化 中心 ） 勘察 演出 场地 ， 世博园 里 的 展馆 都 没 拆 ， 安安静静 挺 好 的 。
0	亲 ， 这是 暨大 考场 专用 的 。
3	有木有 ! !
1	黑胡椒 很香 。 。
2	下个月 ， 这个 还 老 是 掉线 ， 人人 都 打不开
1	中学 时 就 喜欢 这句 话 鸟 ~
2	ohno ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！
2	答应下来 的 工作 不管怎样 我 一定 会 坚持 ， 这是 老娘 的 职业道德 ， 但 并 不 代表 会 一再 任 你们 摆布 ， 今天 再 不 见好就收 就让 你们 见识 见识 神马 是 女王
3	现 周围 的 一切 好 让 俄 强大 不 起来
4	你 收拾 一 小偷 ？
3	哇塞 ， 真心 喜欢 ， 我 说 旧 小器 童鞋 你 是 有 多久 没骑 脚踏车 带 我 兜风 啦 。
5	好怕 啊 ! ! !
2	今天 遇 单位 公厕 蹲式 便 坑 中 一砣 没有 冲走 的 黑色 大便 ， 怒 从 心起 ， 转念 我 又 心怀 善意 地 解读 ：
0	本来 已经 重 了 的 我 又 再 重 几斤 … …
0	法会 由果 光 法师 主法 。
1	很多 都 是 他 风格 的 歌曲 ， 但 我 最 喜欢 的 是 《 老张 的 歌 》 ， 这是 一首 叙事 的 歌曲 ， 简单 的 风格 ： 吉他 + 口琴 。
0	老妈 还 看不上眼 , 明天 还 得 去 退 ..
2	难道 开 奔驰 的 都 要 被称作 老板 啊 那 那些 小姐 开 了 奔驰 就是 富 二代 啦
3	呃 。 。 您 可以 洗洗 睡 了 。
2	！ ！ ！ 啥意思 呀 你 ？ ？
2	一个 企业 ， 尤其 是 正在 创业 的 企业 ， 没有 客户 不 可怕 ， 没有 资金 也 不 可怕 ， 最 可怕 的 就是 你 的 团队 成员 不负责任 ！
2	感觉 他 直接 对科院 ， 对 学生 有 很多 不屑 ～
2	传播 美好 是 媒体 的 基本 责任 ， 可 现在 流行 从 好事 里面 挖 阴暗面 。
1	这样一来 ， 顾客 忠诚度 绝对 又 飙升 ， 上升 到 以后 不 在 他 那儿 买 都 得 绕道 走 的 地步 。
1	这 城市 ， 没有 你 也 照样 美丽 ， 我 的 世界 ， 没有 了 你 却 缺 了 好 大 一块 。
1	是 的 ！ 绝对 目标 ！
2	牛 人 ！ 我 一直 认为 那个 娃娃 根本 就 夹 不 起来 ！ 因为 我 屡战屡败 。
1	成都 阴起 的 ！ 我 准备 下班 甩 火腿 ， 也 算游 百病 了 哈 ！
4	错 啦 ！ 香港 也 是 家 ， 金窝银 窝 都 不如 自己 的 狗窝 。
0	还好 你 明天 看不到 我 今晚 先 去 买好 压缩饼干 吧 你
0	您 知道 托马 的 住址 吗 ？
0	看着 家里 顿时 干净 ， 心情舒畅 多 了 .....
1	我 怀念 的
